time,PTJ,border,TJRE,IB pier,Silver Strand,HdC
2025-03-16 00:00:00,-4.056493899651987,-4.070853657104475,-4.146863999494044,-4.043391621199875,-4.320592231806221,-4.987257650631344
2025-03-16 01:00:00,-4.0528598378281195,-4.054023321521979,-4.135504822125024,-4.055577402777287,-4.319824713017584,-5.048067046825868
2025-03-16 02:00:00,-4.055930715049352,-4.054688245432249,-4.0826920564714815,-4.075606298638541,-4.324169822562986,-5.128222531429211
2025-03-16 03:00:00,-4.05705132916235,-4.053877201252497,-4.022043707524052,-4.100707607014604,-4.3321005632847305,-5.159640345809676
2025-03-16 04:00:00,-4.062221707847783,-4.0495160861770545,-3.979076428608153,-4.114086132440851,-4.336229422045045,-5.205099911514092
2025-03-16 05:00:00,-4.074480120405986,-4.014466873345311,-3.9686130970941456,-4.112618701191562,-4.339728554024345,-5.1663525203712215
2025-03-16 06:00:00,-4.082909161790928,-3.9947382208664837,-3.9722393994622704,-4.109331004692229,-4.342568565017537,-5.131169648354222
2025-03-16 07:00:00,-4.047360299551496,-3.983426310797384,-3.978391301230527,-4.123031125035239,-4.344962889603572,-5.057232866917898
2025-03-16 08:00:00,-4.012226769016941,-3.9822515051440392,-4.031913398877988,-4.150703111852733,-4.352003561106428,-5.002982597019956
2025-03-16 09:00:00,-3.996800662363642,-3.9857733278689,-4.0376375229144035,-4.196233931436945,-4.369123258815292,-4.973756240128569
2025-03-16 10:00:00,-3.9945698606591544,-4.034337614652444,-4.053213552698331,-4.218552221269553,-4.386818800349969,-4.940257870915097
2025-03-16 11:00:00,-3.9964245135425904,-4.056602275700898,-4.064350260689413,-4.217102851069907,-4.401916546986693,-4.944396315615841
2025-03-16 12:00:00,-4.042273408124291,-4.079866454597774,-4.080102898831458,-4.2115792051402074,-4.416354730241962,-4.924848584624816
2025-03-16 13:00:00,-4.1024598878650025,-4.096872185725491,-4.113192267798126,-4.209019875972926,-4.434428287728506,-4.968944302643843
2025-03-16 14:00:00,-4.145482899922644,-4.103216556098651,-4.146090217874572,-4.210066482450072,-4.456379617698557,-5.014045634091089
2025-03-16 15:00:00,-4.1795103638116755,-4.127959664008478,-4.145602404459196,-4.213564939586719,-4.47710376015157,-5.048822359584986
2025-03-16 16:00:00,-4.190043077931377,-4.17013059101151,-4.15251955912381,-4.2158971724359064,-4.498365838234497,-5.048385986795856
2025-03-16 17:00:00,-4.203345035402883,-4.1494630517216695,-4.163642223278557,-4.217748421272262,-4.526034513468498,-5.033478115542003
2025-03-16 18:00:00,-4.248217506104314,-4.145883557536092,-4.17285436087514,-4.220645713371111,-4.548514935926212,-4.993289990385878
2025-03-16 19:00:00,-4.247231934096632,-4.151966002580007,-4.186301555956954,-4.22782310449533,-4.574940110134142,-4.950321926527918
2025-03-16 20:00:00,-4.212306530472285,-4.163248227141136,-4.2228691077011895,-4.24386241634541,-4.591006163627783,-4.974447793419596
2025-03-16 21:00:00,-4.193536863294809,-4.173689630265569,-4.228026398725826,-4.271821348274788,-4.600855221944262,-4.969732031857873
2025-03-16 22:00:00,-4.197595097792693,-4.207144058091559,-4.233813782990467,-4.287875552520193,-4.601023021824447,-4.976397009664621
2025-03-16 23:00:00,-4.214164157722044,-4.281003959204927,-4.225518603633086,-4.298701875756052,-4.583783100936624,-4.991382232371142
2025-03-17 00:00:00,-4.238632806231233,-4.3225204703688,-4.21043229361119,-4.3115571222503215,-4.56659718317308,-5.000072773955443
2025-03-17 01:00:00,-4.3197625518724285,-4.346922815016216,-4.209668306850127,-4.3381972944051,-4.550445532850749,-5.013600031215609
2025-03-17 02:00:00,-4.386991623745444,-4.362470451694251,-4.202194468278903,-4.3754293256445,-4.551417040028062,-5.015868477969713
2025-03-17 03:00:00,-4.426965774073975,-4.360384949861463,-4.191506874971574,-4.411926164551287,-4.543724140711031,-5.00811591880259
2025-03-17 04:00:00,-4.454836702693514,-4.336401304193565,-4.225499669599528,-4.445096061699955,-4.546056918181687,-5.022652148228544
2025-03-17 05:00:00,-4.4641097855302485,-4.357691167865916,-4.293730779480014,-4.480047094202778,-4.539118941747431,-5.010042113497451
2025-03-17 06:00:00,-4.4793859733711034,-4.367064499503818,-4.309813349506255,-4.506280551686023,-4.5438828886244655,-4.988499883795386
2025-03-17 07:00:00,-4.493989603174317,-4.341257223870609,-4.266043058190381,-4.533197695086135,-4.551496264249317,-4.998001432278588
2025-03-17 08:00:00,-4.512646029395999,-4.332355309272469,-4.304289137251059,-4.559221440134064,-4.564269732429375,-5.041382094766399
2025-03-17 09:00:00,-4.508368529490944,-4.400901965006368,-4.365124067541291,-4.579827674745201,-4.56950514225097,-4.966094646843011
2025-03-17 10:00:00,-4.4914444880733155,-4.433396820915838,-4.361674397268847,-4.588884027980339,-4.568736603050697,-4.970450411104785
2025-03-17 11:00:00,-4.494559359133042,-4.3984863162513195,-4.357590731814992,-4.60199456552786,-4.561459294231882,-5.0256453949177295
2025-03-17 12:00:00,-4.517578204846829,-4.487541720788646,-4.345380897280634,-4.6191498912069,-4.552408340780516,-5.064778632768896
2025-03-17 13:00:00,-4.542565478756244,-4.58305452764507,-4.317801626405524,-4.634317046306952,-4.546177788847889,-4.977879004897964
2025-03-17 14:00:00,-4.530709186991048,-4.616154690876344,-4.311507203809423,-4.642750636951408,-4.544214442993757,-4.940441381583386
2025-03-17 15:00:00,-4.544724488888782,-4.634105873638747,-4.304672561566055,-4.644520056294413,-4.545075060215874,-4.935731233864158
2025-03-17 16:00:00,-4.621378416384999,-4.632632872415511,-4.316955620638705,-4.645106048526539,-4.54912188560818,-4.911583203570724
2025-03-17 17:00:00,-4.6842546978287425,-4.637366720400613,-4.346254694957338,-4.644408951320363,-4.556118277607715,-4.902059984287083
2025-03-17 18:00:00,-4.718801846069881,-4.6554578884032916,-4.360258247158982,-4.640389810552118,-4.5628475299156195,-4.912100305815312
2025-03-17 19:00:00,-4.729702380854545,-4.656633027844657,-4.369828901843852,-4.637481797810785,-4.564958619691721,-4.885823246711548
2025-03-17 20:00:00,-4.733997967664207,-4.63767036853971,-4.39235437983803,-4.633603534924075,-4.565216668330245,-4.911999564781503
2025-03-17 21:00:00,-4.744599390484087,-4.594983621650258,-4.428424147363819,-4.620799739825208,-4.564152263388358,-4.9214546746547905
2025-03-17 22:00:00,-4.7475934281583,-4.544217568417663,-4.465397843171368,-4.606648965280886,-4.562412863450747,-4.947334232187484
2025-03-17 23:00:00,-4.734368060965196,-4.515487108801147,-4.459979448742411,-4.594025912737825,-4.562150854057969,-4.96336371718818
2025-03-18 00:00:00,-4.702123809707534,-4.579983998320164,-4.471042459113828,-4.578845589777953,-4.560321516701495,-4.95311918928185
2025-03-18 01:00:00,-4.620391683336954,-4.657236251473373,-4.491881287966621,-4.568898264681294,-4.562165381967771,-4.938009029918267
2025-03-18 02:00:00,-4.612092169010131,-4.690098250720484,-4.501992053576407,-4.5617169127546715,-4.563842929687416,-4.914088773102545
2025-03-18 03:00:00,-4.64857451142307,-4.687409538150533,-4.519766679838174,-4.549836703758386,-4.567457347543986,-4.899919225774199
2025-03-18 04:00:00,-4.711938379810765,-4.659197308764709,-4.534953364270783,-4.540468779319218,-4.575815606787905,-4.938390443730912
2025-03-18 05:00:00,-4.718363527654168,-4.605051338067557,-4.5370855173157905,-4.530022440215868,-4.5872854442370485,-4.944559820173536
2025-03-18 06:00:00,-4.703593389339361,-4.558223767258148,-4.538279366141055,-4.522135392392756,-4.59995759849542,-4.973129160925224
2025-03-18 07:00:00,-4.660424657836117,-4.551600146653592,-4.547121602701613,-4.522262274572212,-4.609844297988522,-4.9628639607721805
2025-03-18 08:00:00,-4.593152712420979,-4.545847620093849,-4.538516384601684,-4.536090646693518,-4.62351620286507,-4.971231267792462
2025-03-18 09:00:00,-4.563302370970518,-4.554136150498236,-4.554217145973375,-4.548641969315598,-4.654175281540907,-4.994976757042047
2025-03-18 10:00:00,-4.554896891728087,-4.553652134041738,-4.580438725438226,-4.561543221532941,-4.702692774457506,-4.969251391999667
2025-03-18 11:00:00,-4.556483947329611,-4.559771818117267,-4.618538233925165,-4.578491583678663,-4.754098232975889,-4.967336991967787
2025-03-18 12:00:00,-4.557769759814576,-4.570622794855929,-4.629925505177885,-4.599977347335681,-4.800103911107494,-4.944637527270637
2025-03-18 13:00:00,-4.564609053444333,-4.5777141310723675,-4.625058495532922,-4.631016473000761,-4.834032718365614,-4.930352578575214
2025-03-18 14:00:00,-4.570657890979458,-4.58151275183191,-4.623321730927286,-4.670663126193916,-4.8569245526701845,-4.925915707473259
2025-03-18 15:00:00,-4.57702530901875,-4.590969045237692,-4.631166641140429,-4.709095356394432,-4.861537522659346,-4.90220927716729
2025-03-18 16:00:00,-4.585820671220344,-4.59996599478751,-4.627830077956232,-4.7412095159223275,-4.860089758230226,-4.8879952011518135
2025-03-18 17:00:00,-4.594330635034677,-4.60467834284882,-4.649989224055534,-4.765172534160022,-4.856100605907311,-4.8933048336940015
2025-03-18 18:00:00,-4.6001042267484,-4.616739692707112,-4.619660127380056,-4.7826162234605585,-4.855672516727569,-4.8646062635699145
2025-03-18 19:00:00,-4.610583466477445,-4.61092238402805,-4.61115342377268,-4.7939860369408915,-4.854776407538538,-4.857651155670867
2025-03-18 20:00:00,-4.609973385504832,-4.603862420362079,-4.636958761858097,-4.801219777051327,-4.853098188432773,-4.860041049204383
2025-03-18 21:00:00,-4.60601590544149,-4.613405082081112,-4.672844315531791,-4.806080263378404,-4.852322927115795,-4.866655089939125
2025-03-18 22:00:00,-4.610697430346202,-4.631352353869204,-4.719600733365587,-4.810355060161573,-4.855993026629016,-4.873272515049117
2025-03-18 23:00:00,-4.627419184177766,-4.651098411216605,-4.713489756347021,-4.8187779173439695,-4.862131629489364,-4.875458617052193
2025-03-19 00:00:00,-4.646285343431903,-4.664850294974537,-4.709502278480925,-4.830720703667429,-4.874100668792544,-4.8796148510975605
2025-03-19 01:00:00,-4.65289449769832,-4.674298605630823,-4.711549743151431,-4.8467858973981315,-4.891628493021467,-4.887310209044053
2025-03-19 02:00:00,-4.670740846725257,-4.709860329163374,-4.773403070180537,-4.870510395066346,-4.909561115844779,-4.888312965992109
2025-03-19 03:00:00,-4.69813478622843,-4.765024337488278,-4.8350662711254015,-4.896316834852637,-4.922702072882967,-4.885990907165116
2025-03-19 04:00:00,-4.752922245301075,-4.826761809707832,-4.904550273941375,-4.911613365465319,-4.930970966215039,-4.888330680712492
2025-03-19 05:00:00,-4.785002246789329,-4.863764567999936,-4.936173255167465,-4.926721652673075,-4.930987645175891,-4.894502679783229
2025-03-19 06:00:00,-4.87118320456193,-4.922167049019446,-5.097112641109611,-4.951180330662396,-4.9386809512520085,-4.9039263457083075
2025-03-19 07:00:00,-4.930569483010551,-5.000214819355473,-4.98137292069709,-4.979310671356164,-4.946831081894304,-4.91585095139117
2025-03-19 08:00:00,-4.997415682149311,-5.089859538780495,-5.026863124833879,-5.007116484800407,-4.954236496877059,-4.928340354769975
2025-03-19 09:00:00,-5.091265048962051,-5.054764733796941,-5.030569312735676,-5.032760160522229,-4.960656960196278,-4.959949471594971
2025-03-19 10:00:00,-5.072304913985154,-5.103035938302906,-5.0048244367575,-5.047544916616369,-4.975381632766485,-5.017930365967209
2025-03-19 11:00:00,-5.093799829977525,-5.121374527473797,-5.0042900478886425,-5.056292975215873,-4.992167426890662,-5.074783424878433
2025-03-19 12:00:00,-5.14072178943102,-5.13134540262245,-4.993156918000322,-5.067096184624001,-5.008289847654962,-5.135833786676636
2025-03-19 13:00:00,-5.141208976271739,-5.128559252332003,-5.0320779207980415,-5.083494487162094,-5.031704568697687,-5.180291411988339
2025-03-19 14:00:00,-5.169675810270545,-5.122010610873338,-5.1883739685093495,-5.1070111478317815,-5.059195812057104,-5.234983074818711
