time,PTJ,border,TJRE,IB pier,Silver Strand,HdC
2025-03-19 15:00:00,-5.141866400805362,-5.249920373283456,-5.167146861645557,-5.124110430715298,-5.069435532109526,-5.267273245515997
2025-03-19 16:00:00,-5.204027449773158,-5.211951550457721,-5.203572821151303,-5.1413890603140535,-5.076921146294798,-5.292812806437085
2025-03-19 17:00:00,-5.245288680102364,-5.2030901060479975,-5.322690622718635,-5.167676194481391,-5.078215147655637,-5.282058892880232
2025-03-19 18:00:00,-5.214199666746521,-5.301412840218658,-5.389324825797557,-5.197402894524078,-5.0989197670388995,-5.290996316231498
2025-03-19 19:00:00,-5.235426753129569,-5.408892437393766,-5.320196331187758,-5.2249677098379514,-5.116929381582167,-5.305028817507757
2025-03-19 20:00:00,-5.348986531872434,-5.349370682774817,-5.3445612381176515,-5.2482313638757905,-5.151894313485814,-5.327169229368961
2025-03-19 21:00:00,-5.39951962381498,-5.311631962101545,-5.412492649739522,-5.273074006513711,-5.209118936702723,-5.359005725529755
2025-03-19 22:00:00,-5.33480912540537,-5.350452675257932,-5.4418998969894155,-5.322506567231396,-5.287231014389095,-5.389129608814574
2025-03-19 23:00:00,-5.32224514662419,-5.406736965944038,-5.498741869844649,-5.422322026282593,-5.361916461394509,-5.425242414041804
2025-03-20 00:00:00,-5.360914908225521,-5.441679918638835,-5.524299950340538,-5.510647103347887,-5.41898930180245,-5.460482957429954
2025-03-20 01:00:00,-5.409338098085191,-5.465657298671604,-5.488408547368492,-5.6173628541734795,-5.467035106166933,-5.492206133839334
2025-03-20 02:00:00,-5.438616879652226,-5.47702626158957,-5.472219330589887,-5.70374455879943,-5.495256829252434,-5.501778030167399
2025-03-20 03:00:00,-5.452981134898412,-5.462897296636526,-5.46087712522384,-5.755861548328066,-5.517696775891641,-5.49995657318739
2025-03-20 04:00:00,-5.46376648232722,-5.449836855946492,-5.450949365625502,-5.81485087300656,-5.5192558740229565,-5.526458145616017
2025-03-20 05:00:00,-5.4498391928555066,-5.437368004372817,-5.429351000102588,-5.862704645221236,-5.501401404201776,-5.56652433491905
2025-03-20 06:00:00,-5.443727054157224,-5.428800146068933,-5.401547520254315,-5.879324258569717,-5.509128884454384,-5.6095600514310515
2025-03-20 07:00:00,-5.432128379339765,-5.416578731685081,-5.392670034747122,-5.891781900286666,-5.516954922385429,-5.626571169548126
2025-03-20 08:00:00,-5.421847405911397,-5.400056024424528,-5.389015877552078,-5.921528652043984,-5.514728116009184,-5.6356158051481176
2025-03-20 09:00:00,-5.411452608108041,-5.386163155407666,-5.3970206109849626,-5.94137632848032,-5.521168739362331,-5.663977746420056
2025-03-20 10:00:00,-5.398791055895334,-5.3751978771557996,-5.408679520690969,-5.963768326321191,-5.5572645916039995,-5.7075618469661915
2025-03-20 11:00:00,-5.3860715286068395,-5.371966604561256,-5.372638643111059,-5.985676292685612,-5.622533102584734,-5.773922501140947
2025-03-20 12:00:00,-5.375175762340965,-5.3785971412459554,-5.360043511104947,-6.00504525168677,-5.681744470787845,-5.846136269198876
2025-03-20 13:00:00,-5.370685545541691,-5.372702880742122,-5.35445638199751,-6.015494266583876,-5.703399902541263,-5.8210399075193004
2025-03-20 14:00:00,-5.37287621602536,-5.3583857209184345,-5.363440669348445,-6.010665324493396,-5.701540480515872,-5.8907309909939585
2025-03-20 15:00:00,-5.386435843871358,-5.362817720823956,-5.378146444776588,-5.958448734556709,-5.673739445111234,-5.88023163410117
2025-03-20 16:00:00,-5.407748490599563,-5.362070996492821,-5.3735165718746645,-5.90602267420927,-5.612011647977269,-5.944071548571446
2025-03-20 17:00:00,-5.434781967195724,-5.3694239278664595,-5.383286037816786,-5.864309513560527,-5.5732629801855245,-5.976819015698289
2025-03-20 18:00:00,-5.4356672395537196,-5.392189203017182,-5.424037127418854,-5.832953254289594,-5.588871398385758,-6.006466718776633
2025-03-20 19:00:00,-5.424671775143745,-5.415704742746843,-5.4611237511153865,-5.805717273368415,-5.6664319194133315,-6.04428764556447
2025-03-20 20:00:00,-5.447059251117078,-5.433733275927985,-5.522434890953372,-5.812021604757675,-5.7289695886736,-6.065075537534475
2025-03-20 21:00:00,-5.4796851650164164,-5.448289248634278,-5.561528045205012,-5.853193123021015,-5.795079571682208,-6.086129659392913
2025-03-20 22:00:00,-5.50076113480828,-5.470030792519014,-5.6265101153753365,-5.885625979283568,-5.874720165413649,-6.101741884924566
2025-03-20 23:00:00,-5.514528750879293,-5.50387878767804,-5.682970406867002,-5.931945434223875,-5.954923347485511,-6.131390387962458
2025-03-21 00:00:00,-5.522416345851823,-5.513176596970841,-5.719876826530445,-5.997162411588656,-5.948369438160515,-6.166998520885718
